Wavelength nm.	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...
273.00	0.001	0.042	0.050	0.034	0.038	0.031	0.036	0.034	0.032	0.036	0.029	0.031	0.052	0.054	0.037	0.036
274.00	0.001	0.042	0.049	0.033	0.038	0.031	0.035	0.034	0.031	0.035	0.029	0.030	0.051	0.053	0.037	0.035
275.00	0.001	0.041	0.048	0.032	0.037	0.030	0.034	0.033	0.030	0.034	0.028	0.029	0.050	0.052	0.036	0.035
276.00	0.001	0.040	0.047	0.031	0.036	0.029	0.034	0.032	0.030	0.034	0.028	0.028	0.049	0.052	0.035	0.034
277.00	0.001	0.040	0.047	0.031	0.036	0.029	0.033	0.032	0.029	0.033	0.027	0.028	0.049	0.051	0.035	0.034
278.00	0.001	0.039	0.046	0.030	0.035	0.028	0.032	0.031	0.028	0.032	0.027	0.027	0.048	0.050	0.034	0.033
279.00	0.001	0.038	0.045	0.030	0.034	0.027	0.032	0.030	0.027	0.032	0.026	0.027	0.047	0.049	0.033	0.032
280.00	0.001	0.037	0.044	0.029	0.033	0.027	0.031	0.030	0.027	0.031	0.026	0.026	0.046	0.048	0.033	0.031
281.00	0.001	0.037	0.044	0.028	0.033	0.026	0.030	0.029	0.026	0.030	0.025	0.025	0.045	0.047	0.032	0.031
282.00	0.001	0.036	0.043	0.027	0.032	0.025	0.030	0.028	0.026	0.030	0.025	0.024	0.044	0.046	0.031	0.030
283.00	0.001	0.035	0.042	0.027	0.031	0.025	0.029	0.028	0.025	0.029	0.024	0.024	0.043	0.045	0.031	0.030
284.00	0.001	0.035	0.041	0.026	0.030	0.024	0.028	0.027	0.024	0.028	0.023	0.023	0.042	0.044	0.030	0.029
285.00	0.001	0.034	0.041	0.025	0.030	0.023	0.027	0.026	0.024	0.027	0.023	0.023	0.042	0.043	0.030	0.029
286.00	0.001	0.033	0.040	0.025	0.029	0.023	0.027	0.025	0.023	0.027	0.023	0.022	0.041	0.042	0.029	0.028
287.00	0.001	0.032	0.039	0.024	0.028	0.022	0.026	0.025	0.023	0.026	0.022	0.021	0.040	0.042	0.028	0.027
288.00	0.001	0.032	0.039	0.023	0.028	0.022	0.025	0.024	0.022	0.025	0.022	0.021	0.039	0.041	0.028	0.027
289.00	0.001	0.031	0.038	0.023	0.027	0.021	0.025	0.023	0.021	0.025	0.021	0.020	0.038	0.040	0.027	0.026
290.00	0.001	0.030	0.037	0.022	0.026	0.021	0.024	0.023	0.020	0.024	0.020	0.019	0.037	0.039	0.027	0.025
291.00	0.001	0.029	0.036	0.021	0.025	0.020	0.023	0.022	0.020	0.023	0.020	0.019	0.037	0.038	0.026	0.025
292.00	0.001	0.029	0.036	0.021	0.025	0.019	0.022	0.021	0.019	0.023	0.020	0.018	0.036	0.037	0.025	0.024
293.00	0.000	0.028	0.035	0.020	0.024	0.019	0.022	0.021	0.018	0.022	0.019	0.017	0.035	0.036	0.024	0.024
294.00	0.001	0.027	0.035	0.020	0.024	0.018	0.021	0.020	0.018	0.022	0.018	0.017	0.034	0.036	0.024	0.023
295.00	0.001	0.027	0.034	0.019	0.023	0.018	0.021	0.020	0.018	0.021	0.018	0.017	0.034	0.035	0.024	0.023
296.00	0.001	0.026	0.033	0.019	0.023	0.017	0.020	0.019	0.017	0.021	0.018	0.016	0.033	0.034	0.023	0.022
297.00	0.001	0.025	0.033	0.018	0.022	0.016	0.019	0.019	0.016	0.020	0.017	0.016	0.032	0.034	0.022	0.022
298.00	0.001	0.025	0.032	0.018	0.022	0.016	0.019	0.018	0.016	0.020	0.017	0.015	0.031	0.033	0.022	0.021
299.00	0.001	0.024	0.032	0.017	0.021	0.016	0.019	0.018	0.015	0.019	0.017	0.015	0.031	0.032	0.021	0.021
300.00	0.001	0.024	0.031	0.017	0.021	0.015	0.018	0.017	0.015	0.019	0.016	0.014	0.030	0.032	0.021	0.020
301.00	0.001	0.023	0.031	0.016	0.020	0.015	0.018	0.017	0.014	0.018	0.016	0.014	0.029	0.031	0.021	0.020
302.00	0.001	0.023	0.030	0.016	0.020	0.014	0.017	0.016	0.014	0.018	0.015	0.014	0.029	0.030	0.020	0.020
303.00	0.001	0.022	0.030	0.016	0.019	0.014	0.017	0.016	0.014	0.017	0.015	0.013	0.028	0.030	0.020	0.019
304.00	0.001	0.022	0.029	0.015	0.019	0.014	0.016	0.015	0.013	0.017	0.015	0.013	0.028	0.029	0.019	0.019
305.00	0.001	0.021	0.029	0.015	0.018	0.013	0.016	0.015	0.013	0.017	0.014	0.013	0.027	0.028	0.019	0.018
306.00	0.001	0.021	0.028	0.015	0.018	0.013	0.015	0.015	0.013	0.016	0.014	0.012	0.026	0.028	0.019	0.018
307.00	0.001	0.020	0.028	0.014	0.018	0.013	0.015	0.014	0.012	0.016	0.014	0.012	0.026	0.027	0.018	0.018
308.00	0.000	0.020	0.027	0.014	0.017	0.013	0.014	0.014	0.012	0.016	0.014	0.012	0.026	0.027	0.018	0.017
309.00	0.000	0.020	0.027	0.014	0.017	0.012	0.014	0.013	0.012	0.015	0.013	0.011	0.025	0.026	0.017	0.017
310.00	0.000	0.019	0.026	0.013	0.016	0.012	0.014	0.013	0.011	0.015	0.013	0.011	0.024	0.026	0.017	0.017
311.00	0.001	0.019	0.026	0.013	0.016	0.011	0.013	0.013	0.011	0.014	0.013	0.011	0.024	0.025	0.017	0.016
312.00	0.001	0.019	0.026	0.013	0.016	0.011	0.013	0.013	0.011	0.014	0.012	0.010	0.023	0.025	0.016	0.016
313.00	0.001	0.018	0.025	0.012	0.016	0.011	0.013	0.012	0.010	0.014	0.012	0.010	0.023	0.024	0.016	0.016
314.00	0.001	0.018	0.025	0.012	0.015	0.011	0.012	0.012	0.010	0.014	0.012	0.010	0.022	0.024	0.016	0.015
315.00	0.000	0.017	0.025	0.012	0.015	0.010	0.012	0.011	0.010	0.013	0.011	0.010	0.022	0.023	0.015	0.015
316.00	0.000	0.017	0.024	0.011	0.015	0.010	0.012	0.011	0.009	0.013	0.011	0.009	0.021	0.023	0.015	0.014
317.00	0.000	0.017	0.024	0.011	0.014	0.010	0.011	0.011	0.009	0.013	0.011	0.009	0.021	0.022	0.014	0.014
318.00	0.000	0.017	0.023	0.011	0.014	0.010	0.011	0.010	0.009	0.012	0.011	0.009	0.021	0.022	0.014	0.014
319.00	0.000	0.016	0.023	0.011	0.014	0.009	0.011	0.010	0.009	0.012	0.010	0.009	0.020	0.022	0.014	0.014
320.00	0.000	0.016	0.023	0.011	0.013	0.009	0.011	0.010	0.009	0.012	0.010	0.009	0.020	0.021	0.014	0.014
321.00	0.000	0.016	0.022	0.011	0.013	0.009	0.010	0.010	0.008	0.011	0.010	0.008	0.020	0.021	0.013	0.013
322.00	0.000	0.015	0.022	0.010	0.013	0.009	0.010	0.010	0.008	0.011	0.010	0.008	0.019	0.020	0.013	0.013
323.00	0.000	0.015	0.022	0.010	0.013	0.008	0.010	0.009	0.008	0.011	0.009	0.008	0.019	0.020	0.013	0.013
324.00	0.000	0.015	0.021	0.010	0.012	0.009	0.010	0.009	0.008	0.011	0.010	0.008	0.019	0.020	0.013	0.012
325.00	0.000	0.015	0.021	0.010	0.012	0.009	0.009	0.009	0.008	0.011	0.009	0.008	0.018	0.020	0.012	0.012
326.00	0.001	0.014	0.021	0.009	0.012	0.008	0.009	0.009	0.007	0.010	0.009	0.008	0.018	0.019	0.012	0.012
327.00	0.000	0.014	0.021	0.009	0.012	0.008	0.009	0.009	0.007	0.010	0.009	0.007	0.018	0.019	0.012	0.012
328.00	0.000	0.014	0.020	0.009	0.011	0.008	0.009	0.008	0.007	0.010	0.009	0.007	0.017	0.018	0.012	0.011
329.00	0.000	0.014	0.020	0.009	0.011	0.008	0.009	0.008	0.007	0.010	0.008	0.007	0.017	0.018	0.011	0.011
330.00	0.000	0.013	0.020	0.009	0.011	0.008	0.009	0.008	0.007	0.009	0.008	0.007	0.017	0.017	0.011	0.011
331.00	0.000	0.014	0.019	0.008	0.011	0.007	0.008	0.008	0.007	0.010	0.008	0.007	0.017	0.017	0.011	0.011
332.00	0.000	0.013	0.019	0.008	0.011	0.007	0.008	0.007	0.006	0.009	0.008	0.006	0.016	0.017	0.011	0.011
333.00	0.000	0.013	0.019	0.008	0.010	0.007	0.008	0.007	0.006	0.009	0.008	0.006	0.016	0.017	0.010	0.010
334.00	0.000	0.013	0.019	0.008	0.011	0.007	0.008	0.007	0.006	0.009	0.008	0.006	0.016	0.016	0.011	0.010
335.00	0.000	0.012	0.019	0.008	0.010	0.007	0.008	0.007	0.006	0.008	0.007	0.007	0.016	0.016	0.010	0.010
336.00	0.000	0.012	0.018	0.008	0.010	0.007	0.007	0.007	0.006	0.008	0.007	0.006	0.015	0.015	0.010	0.010
337.00	0.000	0.012	0.018	0.007	0.010	0.007	0.007	0.007	0.006	0.008	0.007	0.006	0.015	0.015	0.010	0.010
338.00	0.001	0.012	0.018	0.007	0.010	0.007	0.007	0.007	0.006	0.008	0.007	0.006	0.015	0.015	0.010	0.010
339.00	0.001	0.012	0.018	0.008	0.010	0.007	0.007	0.007	0.006	0.008	0.007	0.006	0.015	0.015	0.010	0.010
340.00	0.002	0.013	0.019	0.009	0.011	0.008	0.009	0.008	0.007	0.009	0.008	0.007	0.016	0.016	0.011	0.011
341.00	0.000	0.012	0.017	0.007	0.009	0.006	0.007	0.006	0.005	0.008	0.006	0.005	0.014	0.014	0.009	0.009
342.00	0.000	0.011	0.017	0.007	0.009	0.006	0.007	0.006	0.005	0.007	0.007	0.005	0.013	0.014	0.009	0.009
343.00	0.000	0.011	0.016	0.007	0.008	0.005	0.006	0.005	0.005	0.007	0.006	0.005	0.013	0.013	0.008	0.009
344.00	0.000	0.011	0.016	0.006	0.008	0.006	0.006	0.005	0.005	0.007	0.006	0.005	0.013	0.013	0.008	0.009
345.00	0.001	0.011	0.016	0.006	0.008	0.006	0.006	0.005	0.005	0.007	0.006	0.005	0.013	0.013	0.008	0.008
346.00	0.000	0.011	0.016	0.006	0.008	0.006	0.006	0.005	0.005	0.007	0.006	0.005	0.012	0.013	0.008	0.008
347.00	0.000	0.010	0.016	0.006	0.008	0.005	0.006	0.005	0.004	0.006	0.006	0.004	0.012	0.012	0.008	0.008
348.00	0.000	0.010	0.015	0.006	0.007	0.005	0.006	0.005	0.004	0.006	0.005	0.004	0.012	0.012	0.007	0.008
349.00	0.000	0.010	0.016	0.006	0.008	0.005	0.006	0.005	0.004	0.006	0.005	0.004	0.012	0.012	0.008	0.008
350.00	0.001	0.010	0.015	0.006	0.008	0.005	0.006	0.005	0.004	0.006	0.006	0.004	0.012	0.012	0.008	0.008
351.00	0.000	0.010	0.015	0.006	0.008	0.005	0.005	0.005	0.004	0.006	0.005	0.004	0.011	0.011	0.007	0.007
352.00	-0.000	0.010	0.015	0.005	0.007	0.004	0.005	0.004	0.004	0.005	0.005	0.004	0.011	0.011	0.007	0.007
353.00	0.000	0.010	0.014	0.005	0.007	0.004	0.005	0.004	0.004	0.006	0.005	0.004	0.010	0.010	0.007	0.007
354.00	-0.000	0.009	0.014	0.005	0.007	0.004	0.005	0.004	0.003	0.005	0.005	0.003	0.010	0.010	0.006	0.007
355.00	0.000	0.009	0.014	0.005	0.007	0.004	0.005	0.004	0.003	0.005	0.005	0.004	0.010	0.010	0.006	0.007
356.00	0.000	0.009	0.014	0.005	0.007	0.004	0.005	0.004	0.003	0.005	0.004	0.004	0.010	0.010	0.006	0.007
357.00	0.000	0.009	0.014	0.005	0.006	0.004	0.005	0.004	0.003	0.005	0.004	0.003	0.010	0.010	0.006	0.007
358.00	0.000	0.009	0.014	0.005	0.007	0.004	0.005	0.003	0.003	0.005	0.004	0.003	0.010	0.010	0.006	0.006
359.00	0.000	0.009	0.014	0.005	0.007	0.004	0.004	0.004	0.003	0.005	0.004	0.003	0.010	0.010	0.006	0.006
360.00	0.000	0.009	0.013	0.004	0.006	0.004	0.004	0.003	0.003	0.005	0.004	0.003	0.009	0.009	0.006	0.006
361.00	0.000	0.009	0.013	0.005	0.006	0.004	0.004	0.003	0.003	0.004	0.004	0.003	0.009	0.009	0.006	0.006
362.00	0.000	0.008	0.013	0.004	0.006	0.004	0.004	0.003	0.003	0.004	0.004	0.003	0.009	0.009	0.006	0.006
363.00	0.000	0.008	0.013	0.004	0.006	0.003	0.004	0.003	0.003	0.004	0.003	0.003	0.009	0.009	0.005	0.006
364.00	0.000	0.008	0.013	0.004	0.006	0.003	0.004	0.003	0.003	0.004	0.004	0.003	0.009	0.008	0.005	0.006
365.00	0.000	0.008	0.013	0.004	0.006	0.004	0.004	0.003	0.003	0.004	0.003	0.003	0.009	0.009	0.005	0.005
366.00	0.000	0.008	0.013	0.004	0.006	0.004	0.004	0.003	0.003	0.004	0.004	0.003	0.009	0.008	0.005	0.006
367.00	0.000	0.008	0.012	0.004	0.006	0.004	0.004	0.003	0.003	0.004	0.003	0.003	0.008	0.008	0.005	0.006
368.00	0.000	0.008	0.012	0.004	0.006	0.003	0.004	0.003	0.002	0.004	0.003	0.003	0.008	0.008	0.005	0.005
369.00	0.000	0.008	0.012	0.004	0.005	0.003	0.004	0.003	0.003	0.004	0.003	0.003	0.008	0.007	0.005	0.005
370.00	0.000	0.008	0.012	0.004	0.005	0.003	0.004	0.003	0.002	0.004	0.003	0.002	0.008	0.007	0.004	0.005
371.00	0.000	0.008	0.012	0.004	0.005	0.003	0.004	0.003	0.002	0.004	0.003	0.002	0.008	0.007	0.005	0.005
372.00	0.000	0.007	0.011	0.004	0.005	0.003	0.003	0.002	0.002	0.004	0.003	0.002	0.007	0.007	0.005	0.005
373.00	0.000	0.008	0.011	0.004	0.005	0.003	0.003	0.002	0.002	0.004	0.003	0.002	0.007	0.007	0.004	0.005
374.00	0.000	0.007	0.011	0.003	0.005	0.003	0.003	0.002	0.002	0.003	0.003	0.002	0.007	0.007	0.004	0.004
375.00	0.000	0.007	0.011	0.004	0.005	0.003	0.003	0.002	0.002	0.003	0.003	0.002	0.007	0.007	0.004	0.004
376.00	0.000	0.007	0.011	0.004	0.005	0.003	0.003	0.002	0.002	0.003	0.003	0.002	0.007	0.007	0.004	0.004
377.00	0.000	0.007	0.011	0.003	0.005	0.003	0.003	0.002	0.002	0.003	0.002	0.002	0.007	0.006	0.004	0.004
378.00	0.000	0.007	0.011	0.003	0.005	0.003	0.003	0.002	0.002	0.003	0.002	0.002	0.007	0.006	0.004	0.004
379.00	0.000	0.007	0.010	0.003	0.005	0.003	0.003	0.002	0.002	0.003	0.002	0.002	0.007	0.006	0.004	0.004
380.00	0.000	0.007	0.010	0.003	0.004	0.002	0.003	0.002	0.002	0.003	0.002	0.002	0.006	0.006	0.004	0.004
381.00	0.000	0.007	0.010	0.003	0.004	0.002	0.003	0.002	0.002	0.003	0.002	0.002	0.006	0.006	0.003	0.004
382.00	0.000	0.006	0.010	0.003	0.004	0.002	0.003	0.001	0.002	0.002	0.002	0.002	0.006	0.006	0.003	0.004
383.00	0.000	0.006	0.010	0.003	0.004	0.002	0.003	0.001	0.002	0.002	0.002	0.002	0.006	0.005	0.003	0.004
384.00	0.000	0.006	0.010	0.003	0.004	0.002	0.003	0.001	0.002	0.003	0.002	0.002	0.006	0.005	0.003	0.004
385.00	0.000	0.006	0.010	0.003	0.004	0.002	0.002	0.001	0.002	0.002	0.002	0.002	0.006	0.005	0.003	0.003
386.00	0.000	0.006	0.010	0.003	0.004	0.002	0.002	0.001	0.001	0.002	0.002	0.001	0.006	0.005	0.003	0.003
387.00	0.000	0.006	0.009	0.003	0.004	0.002	0.002	0.001	0.001	0.002	0.002	0.001	0.005	0.005	0.003	0.003
388.00	0.000	0.006	0.009	0.003	0.004	0.002	0.002	0.001	0.001	0.002	0.002	0.001	0.005	0.005	0.003	0.003
389.00	0.000	0.006	0.009	0.002	0.004	0.002	0.002	0.001	0.001	0.002	0.001	0.001	0.005	0.005	0.003	0.003
390.00	0.000	0.006	0.009	0.002	0.004	0.002	0.002	0.001	0.001	0.002	0.001	0.001	0.005	0.005	0.003	0.003
391.00	0.000	0.006	0.009	0.002	0.004	0.002	0.002	0.001	0.001	0.002	0.001	0.001	0.005	0.004	0.002	0.003
