Wavelength nm.	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...
205.00	-0.013	0.117	0.105	0.110	0.100	0.111	0.098	0.099	0.100	0.155	0.103	0.151	0.118	0.108	0.103
206.00	-0.013	0.113	0.101	0.106	0.096	0.106	0.094	0.095	0.096	0.150	0.099	0.146	0.114	0.104	0.099
207.00	-0.013	0.109	0.098	0.102	0.092	0.102	0.091	0.092	0.093	0.146	0.096	0.142	0.110	0.101	0.096
208.00	-0.013	0.106	0.095	0.099	0.089	0.099	0.088	0.089	0.090	0.141	0.093	0.137	0.107	0.097	0.093
209.00	-0.013	0.103	0.092	0.096	0.086	0.095	0.085	0.086	0.087	0.137	0.090	0.133	0.104	0.094	0.091
210.00	-0.012	0.100	0.089	0.094	0.083	0.092	0.081	0.083	0.084	0.132	0.087	0.128	0.101	0.091	0.088
211.00	-0.012	0.097	0.086	0.091	0.080	0.088	0.079	0.081	0.081	0.128	0.085	0.125	0.097	0.089	0.086
212.00	-0.012	0.095	0.083	0.088	0.077	0.085	0.076	0.078	0.079	0.124	0.082	0.120	0.094	0.086	0.083
213.00	-0.012	0.092	0.081	0.086	0.075	0.083	0.074	0.076	0.077	0.119	0.080	0.116	0.092	0.084	0.081
214.00	-0.011	0.090	0.079	0.084	0.072	0.080	0.072	0.074	0.074	0.115	0.078	0.111	0.089	0.082	0.079
215.00	-0.011	0.088	0.077	0.082	0.070	0.077	0.069	0.072	0.073	0.111	0.076	0.107	0.087	0.080	0.077
216.00	-0.011	0.085	0.075	0.079	0.068	0.075	0.067	0.070	0.071	0.107	0.074	0.103	0.084	0.077	0.075
217.00	-0.011	0.083	0.073	0.077	0.066	0.072	0.065	0.069	0.069	0.103	0.072	0.099	0.082	0.075	0.073
218.00	-0.011	0.081	0.071	0.076	0.064	0.070	0.063	0.067	0.067	0.099	0.070	0.096	0.080	0.073	0.071
219.00	-0.011	0.079	0.069	0.074	0.062	0.068	0.061	0.065	0.065	0.095	0.068	0.092	0.078	0.071	0.069
220.00	-0.011	0.078	0.068	0.072	0.060	0.067	0.060	0.064	0.064	0.091	0.067	0.089	0.076	0.070	0.068
221.00	-0.011	0.076	0.066	0.071	0.059	0.065	0.058	0.062	0.062	0.088	0.065	0.086	0.074	0.068	0.066
222.00	-0.011	0.075	0.065	0.069	0.057	0.063	0.057	0.061	0.061	0.085	0.064	0.083	0.072	0.066	0.065
223.00	-0.011	0.073	0.063	0.068	0.056	0.062	0.056	0.059	0.059	0.082	0.062	0.080	0.071	0.065	0.063
224.00	-0.011	0.072	0.062	0.066	0.055	0.060	0.054	0.058	0.058	0.079	0.061	0.078	0.069	0.063	0.062
225.00	-0.010	0.071	0.061	0.065	0.054	0.059	0.053	0.057	0.057	0.076	0.060	0.075	0.068	0.062	0.061
226.00	-0.010	0.069	0.059	0.064	0.052	0.057	0.052	0.056	0.055	0.073	0.058	0.073	0.067	0.061	0.060
227.00	-0.010	0.068	0.058	0.063	0.051	0.056	0.051	0.054	0.054	0.070	0.057	0.071	0.065	0.059	0.058
228.00	-0.010	0.067	0.057	0.061	0.050	0.055	0.049	0.053	0.053	0.067	0.056	0.069	0.064	0.058	0.057
229.00	-0.010	0.065	0.056	0.060	0.049	0.053	0.048	0.052	0.052	0.065	0.055	0.067	0.062	0.057	0.056
230.00	-0.010	0.064	0.055	0.059	0.048	0.052	0.047	0.051	0.051	0.062	0.053	0.065	0.061	0.055	0.055
231.00	-0.010	0.063	0.054	0.058	0.047	0.051	0.046	0.050	0.050	0.060	0.052	0.063	0.060	0.054	0.054
232.00	-0.010	0.062	0.052	0.057	0.046	0.050	0.045	0.049	0.049	0.059	0.051	0.061	0.059	0.053	0.053
233.00	-0.010	0.061	0.052	0.056	0.045	0.048	0.045	0.048	0.048	0.057	0.050	0.060	0.058	0.052	0.052
234.00	-0.010	0.060	0.051	0.055	0.045	0.048	0.044	0.047	0.047	0.056	0.049	0.059	0.057	0.052	0.051
235.00	-0.010	0.059	0.050	0.054	0.044	0.046	0.043	0.046	0.046	0.054	0.048	0.057	0.056	0.050	0.050
236.00	-0.010	0.058	0.049	0.053	0.043	0.046	0.042	0.045	0.045	0.053	0.048	0.056	0.055	0.050	0.049
237.00	-0.010	0.057	0.048	0.052	0.042	0.045	0.041	0.045	0.044	0.052	0.047	0.055	0.054	0.049	0.048
238.00	-0.010	0.056	0.047	0.052	0.041	0.044	0.041	0.044	0.044	0.051	0.046	0.054	0.053	0.048	0.047
239.00	-0.010	0.055	0.047	0.051	0.041	0.043	0.040	0.043	0.043	0.050	0.045	0.053	0.052	0.047	0.047
240.00	-0.010	0.055	0.046	0.050	0.040	0.043	0.040	0.043	0.043	0.050	0.045	0.053	0.052	0.047	0.046
241.00	-0.010	0.054	0.045	0.050	0.040	0.042	0.039	0.042	0.042	0.049	0.044	0.052	0.051	0.046	0.046
242.00	-0.010	0.054	0.045	0.049	0.039	0.042	0.039	0.042	0.041	0.049	0.044	0.051	0.050	0.046	0.045
243.00	-0.010	0.053	0.044	0.049	0.039	0.041	0.038	0.041	0.041	0.048	0.043	0.050	0.050	0.045	0.044
244.00	-0.010	0.053	0.044	0.048	0.038	0.041	0.038	0.041	0.041	0.048	0.043	0.050	0.049	0.045	0.044
245.00	-0.009	0.052	0.044	0.048	0.038	0.041	0.037	0.041	0.040	0.048	0.043	0.049	0.049	0.044	0.044
246.00	-0.009	0.052	0.043	0.048	0.038	0.040	0.037	0.040	0.040	0.048	0.042	0.049	0.048	0.044	0.043
247.00	-0.009	0.052	0.043	0.047	0.037	0.040	0.037	0.040	0.040	0.047	0.042	0.048	0.048	0.044	0.043
248.00	-0.009	0.051	0.042	0.047	0.037	0.039	0.036	0.040	0.039	0.047	0.042	0.048	0.047	0.043	0.043
249.00	-0.009	0.051	0.042	0.046	0.037	0.039	0.036	0.039	0.039	0.047	0.041	0.047	0.047	0.043	0.043
250.00	-0.009	0.051	0.042	0.046	0.037	0.039	0.036	0.039	0.039	0.047	0.041	0.047	0.046	0.043	0.042
251.00	-0.009	0.051	0.042	0.046	0.036	0.039	0.036	0.039	0.039	0.047	0.041	0.046	0.046	0.043	0.042
252.00	-0.008	0.050	0.042	0.046	0.036	0.038	0.036	0.039	0.039	0.047	0.041	0.046	0.046	0.042	0.042
253.00	-0.008	0.050	0.041	0.045	0.035	0.038	0.035	0.038	0.038	0.047	0.040	0.045	0.045	0.042	0.042
254.00	-0.009	0.050	0.041	0.045	0.035	0.038	0.035	0.038	0.038	0.047	0.040	0.045	0.045	0.042	0.041
255.00	-0.008	0.049	0.040	0.045	0.035	0.037	0.035	0.038	0.038	0.047	0.040	0.045	0.044	0.041	0.041
256.00	-0.008	0.049	0.040	0.044	0.035	0.037	0.034	0.037	0.037	0.047	0.039	0.044	0.044	0.041	0.041
257.00	-0.008	0.049	0.040	0.044	0.034	0.037	0.034	0.037	0.037	0.047	0.039	0.044	0.044	0.041	0.040
258.00	-0.008	0.048	0.039	0.044	0.034	0.036	0.034	0.037	0.037	0.047	0.039	0.043	0.043	0.040	0.040
259.00	-0.008	0.048	0.039	0.043	0.034	0.036	0.034	0.037	0.036	0.047	0.038	0.043	0.043	0.040	0.040
260.00	-0.008	0.047	0.039	0.043	0.034	0.036	0.033	0.036	0.036	0.047	0.038	0.043	0.043	0.040	0.039
261.00	-0.008	0.047	0.038	0.043	0.033	0.036	0.033	0.036	0.036	0.048	0.038	0.042	0.042	0.040	0.039
262.00	-0.008	0.047	0.038	0.042	0.033	0.036	0.033	0.036	0.035	0.048	0.038	0.042	0.042	0.039	0.039
263.00	-0.008	0.046	0.037	0.042	0.032	0.035	0.032	0.035	0.035	0.047	0.037	0.042	0.041	0.039	0.038
264.00	-0.008	0.045	0.037	0.041	0.032	0.035	0.032	0.035	0.034	0.047	0.036	0.041	0.041	0.038	0.037
265.00	-0.008	0.045	0.037	0.041	0.032	0.034	0.031	0.034	0.034	0.047	0.036	0.041	0.040	0.038	0.037
266.00	-0.008	0.044	0.036	0.040	0.031	0.034	0.031	0.034	0.034	0.047	0.036	0.041	0.040	0.037	0.036
267.00	-0.008	0.044	0.036	0.040	0.031	0.033	0.030	0.033	0.033	0.047	0.035	0.040	0.039	0.037	0.036
268.00	-0.008	0.043	0.035	0.039	0.030	0.033	0.030	0.033	0.033	0.047	0.035	0.039	0.039	0.036	0.036
269.00	-0.008	0.043	0.034	0.039	0.030	0.032	0.029	0.032	0.032	0.046	0.034	0.039	0.038	0.036	0.035
270.00	-0.008	0.042	0.034	0.038	0.029	0.032	0.029	0.032	0.032	0.046	0.034	0.038	0.038	0.035	0.034
271.00	-0.008	0.042	0.033	0.037	0.029	0.032	0.028	0.031	0.031	0.046	0.033	0.038	0.037	0.035	0.034
272.00	-0.007	0.041	0.033	0.037	0.028	0.031	0.028	0.031	0.031	0.046	0.032	0.038	0.037	0.034	0.033
273.00	-0.007	0.040	0.032	0.036	0.028	0.031	0.027	0.030	0.030	0.046	0.032	0.037	0.036	0.033	0.033
274.00	-0.007	0.040	0.032	0.036	0.027	0.030	0.027	0.030	0.030	0.045	0.031	0.037	0.035	0.033	0.032
275.00	-0.007	0.039	0.031	0.035	0.027	0.029	0.026	0.029	0.029	0.045	0.031	0.036	0.035	0.032	0.031
276.00	-0.007	0.038	0.030	0.034	0.026	0.029	0.025	0.028	0.028	0.044	0.030	0.035	0.034	0.031	0.031
277.00	-0.008	0.037	0.030	0.034	0.025	0.028	0.025	0.028	0.027	0.044	0.029	0.034	0.034	0.031	0.030
278.00	-0.008	0.036	0.029	0.033	0.025	0.028	0.024	0.027	0.027	0.043	0.028	0.034	0.033	0.030	0.029
279.00	-0.007	0.036	0.028	0.032	0.024	0.027	0.024	0.026	0.026	0.043	0.028	0.033	0.033	0.029	0.029
280.00	-0.007	0.035	0.028	0.032	0.023	0.026	0.023	0.026	0.026	0.043	0.027	0.033	0.032	0.029	0.028
281.00	-0.007	0.035	0.027	0.031	0.023	0.026	0.022	0.025	0.025	0.042	0.026	0.032	0.031	0.028	0.027
282.00	-0.007	0.034	0.026	0.030	0.022	0.025	0.022	0.024	0.024	0.041	0.026	0.032	0.031	0.027	0.026
283.00	-0.007	0.033	0.026	0.030	0.022	0.025	0.021	0.024	0.023	0.041	0.025	0.031	0.030	0.026	0.026
284.00	-0.007	0.033	0.025	0.029	0.021	0.024	0.020	0.023	0.023	0.040	0.024	0.030	0.029	0.026	0.025
285.00	-0.007	0.032	0.024	0.028	0.020	0.023	0.020	0.022	0.022	0.039	0.024	0.030	0.029	0.025	0.025
286.00	-0.007	0.031	0.024	0.028	0.020	0.022	0.019	0.022	0.022	0.038	0.023	0.029	0.028	0.024	0.024
287.00	-0.007	0.031	0.023	0.027	0.019	0.022	0.019	0.021	0.021	0.038	0.023	0.029	0.028	0.024	0.023
288.00	-0.007	0.030	0.022	0.027	0.019	0.021	0.018	0.021	0.020	0.037	0.022	0.028	0.027	0.023	0.022
289.00	-0.007	0.029	0.022	0.026	0.018	0.020	0.018	0.020	0.020	0.036	0.021	0.028	0.026	0.022	0.022
290.00	-0.007	0.029	0.021	0.025	0.017	0.020	0.017	0.019	0.019	0.035	0.021	0.027	0.025	0.022	0.021
291.00	-0.007	0.028	0.021	0.025	0.017	0.019	0.016	0.019	0.019	0.035	0.020	0.027	0.025	0.021	0.021
292.00	-0.007	0.028	0.020	0.024	0.016	0.019	0.016	0.018	0.018	0.034	0.020	0.026	0.024	0.021	0.020
293.00	-0.007	0.027	0.020	0.024	0.016	0.018	0.015	0.018	0.018	0.033	0.019	0.025	0.024	0.020	0.020
294.00	-0.007	0.026	0.019	0.023	0.015	0.018	0.015	0.017	0.017	0.032	0.018	0.025	0.023	0.020	0.019
295.00	-0.007	0.026	0.018	0.022	0.015	0.017	0.014	0.017	0.017	0.032	0.018	0.024	0.023	0.019	0.019
296.00	-0.007	0.025	0.018	0.022	0.014	0.017	0.014	0.016	0.016	0.031	0.017	0.024	0.022	0.019	0.018
297.00	-0.007	0.025	0.018	0.022	0.014	0.016	0.014	0.016	0.016	0.030	0.017	0.023	0.021	0.018	0.017
298.00	-0.007	0.025	0.017	0.021	0.013	0.016	0.013	0.015	0.015	0.029	0.017	0.023	0.021	0.018	0.017
299.00	-0.007	0.024	0.017	0.021	0.013	0.015	0.013	0.015	0.015	0.029	0.016	0.022	0.021	0.017	0.016
300.00	-0.007	0.024	0.016	0.020	0.013	0.015	0.012	0.015	0.014	0.028	0.016	0.022	0.020	0.017	0.016
301.00	-0.007	0.023	0.016	0.020	0.012	0.014	0.012	0.014	0.014	0.027	0.015	0.021	0.019	0.016	0.015
302.00	-0.007	0.023	0.016	0.019	0.012	0.014	0.012	0.014	0.013	0.027	0.015	0.021	0.019	0.016	0.015
303.00	-0.007	0.022	0.015	0.019	0.011	0.013	0.011	0.013	0.013	0.026	0.014	0.020	0.019	0.015	0.015
304.00	-0.006	0.022	0.015	0.019	0.011	0.013	0.011	0.013	0.013	0.025	0.014	0.020	0.018	0.015	0.015
305.00	-0.006	0.022	0.014	0.018	0.011	0.012	0.011	0.013	0.012	0.025	0.014	0.019	0.018	0.015	0.014
306.00	-0.006	0.021	0.014	0.018	0.011	0.012	0.010	0.012	0.012	0.024	0.013	0.019	0.017	0.014	0.014
307.00	-0.006	0.021	0.014	0.017	0.010	0.012	0.010	0.012	0.012	0.023	0.013	0.019	0.017	0.014	0.014
308.00	-0.006	0.020	0.013	0.017	0.010	0.011	0.010	0.012	0.011	0.023	0.013	0.018	0.017	0.014	0.013
309.00	-0.006	0.020	0.013	0.017	0.010	0.011	0.009	0.012	0.011	0.022	0.012	0.018	0.016	0.013	0.013
310.00	-0.006	0.019	0.012	0.016	0.009	0.011	0.009	0.011	0.011	0.021	0.012	0.018	0.016	0.013	0.013
311.00	-0.006	0.019	0.012	0.016	0.009	0.010	0.009	0.011	0.010	0.021	0.012	0.017	0.015	0.012	0.012
312.00	-0.006	0.019	0.012	0.016	0.009	0.010	0.008	0.010	0.010	0.021	0.012	0.017	0.015	0.012	0.012
313.00	-0.006	0.019	0.012	0.016	0.009	0.010	0.008	0.010	0.010	0.021	0.011	0.017	0.015	0.012	0.012
314.00	-0.006	0.019	0.012	0.016	0.008	0.010	0.008	0.010	0.010	0.020	0.011	0.016	0.015	0.012	0.012
315.00	-0.006	0.018	0.011	0.015	0.008	0.009	0.008	0.010	0.009	0.020	0.011	0.016	0.014	0.011	0.012
316.00	-0.006	0.018	0.011	0.015	0.008	0.009	0.008	0.010	0.009	0.019	0.011	0.016	0.014	0.011	0.011
317.00	-0.006	0.018	0.011	0.015	0.008	0.009	0.008	0.009	0.009	0.019	0.011	0.016	0.014	0.011	0.011
318.00	-0.005	0.018	0.011	0.014	0.008	0.008	0.008	0.009	0.009	0.019	0.010	0.015	0.013	0.011	0.011
319.00	-0.006	0.017	0.011	0.014	0.007	0.008	0.007	0.009	0.009	0.018	0.010	0.015	0.013	0.010	0.011
320.00	-0.006	0.017	0.010	0.014	0.007	0.008	0.007	0.009	0.008	0.018	0.010	0.014	0.013	0.010	0.010
321.00	-0.006	0.017	0.010	0.014	0.007	0.008	0.007	0.009	0.008	0.018	0.009	0.014	0.013	0.010	0.010
322.00	-0.006	0.016	0.010	0.013	0.007	0.007	0.006	0.008	0.008	0.018	0.009	0.014	0.012	0.010	0.010
323.00	-0.005	0.016	0.010	0.013	0.007	0.007	0.006	0.008	0.008	0.017	0.009	0.014	0.012	0.010	0.010
324.00	-0.006	0.016	0.010	0.013	0.006	0.007	0.006	0.008	0.007	0.017	0.009	0.014	0.012	0.010	0.009
325.00	-0.005	0.016	0.010	0.013	0.006	0.007	0.006	0.008	0.007	0.017	0.009	0.014	0.012	0.010	0.009
326.00	-0.005	0.016	0.009	0.013	0.006	0.007	0.006	0.008	0.007	0.017	0.009	0.013	0.011	0.009	0.009
327.00	-0.005	0.015	0.009	0.012	0.006	0.006	0.006	0.007	0.007	0.016	0.008	0.013	0.011	0.009	0.009
328.00	-0.006	0.015	0.009	0.012	0.005	0.006	0.005	0.007	0.007	0.016	0.008	0.012	0.011	0.009	0.009
329.00	-0.005	0.015	0.009	0.012	0.005	0.006	0.005	0.007	0.007	0.016	0.008	0.012	0.011	0.009	0.009
330.00	-0.005	0.015	0.009	0.012	0.005	0.006	0.005	0.007	0.006	0.016	0.008	0.012	0.010	0.008	0.008
331.00	-0.005	0.015	0.008	0.012	0.005	0.006	0.005	0.007	0.007	0.016	0.008	0.012	0.010	0.008	0.008
332.00	-0.005	0.015	0.008	0.012	0.005	0.006	0.005	0.007	0.006	0.015	0.008	0.012	0.010	0.008	0.008
333.00	-0.005	0.014	0.008	0.011	0.004	0.005	0.005	0.007	0.006	0.015	0.007	0.012	0.010	0.008	0.008
334.00	-0.005	0.014	0.008	0.011	0.004	0.005	0.004	0.006	0.006	0.015	0.007	0.011	0.009	0.007	0.007
335.00	-0.005	0.014	0.008	0.011	0.004	0.005	0.005	0.006	0.006	0.015	0.007	0.011	0.009	0.008	0.007
336.00	-0.005	0.014	0.008	0.011	0.004	0.005	0.005	0.006	0.006	0.015	0.007	0.011	0.009	0.008	0.007
337.00	-0.005	0.014	0.008	0.011	0.004	0.005	0.004	0.006	0.005	0.014	0.007	0.011	0.009	0.007	0.007
338.00	-0.005	0.014	0.007	0.011	0.004	0.005	0.004	0.006	0.005	0.014	0.007	0.011	0.009	0.007	0.007
339.00	-0.005	0.014	0.007	0.011	0.004	0.005	0.004	0.006	0.006	0.014	0.007	0.011	0.009	0.007	0.007
340.00	-0.004	0.015	0.008	0.012	0.005	0.006	0.005	0.007	0.006	0.015	0.008	0.012	0.010	0.008	0.008
341.00	-0.005	0.013	0.006	0.010	0.003	0.004	0.004	0.005	0.005	0.013	0.006	0.011	0.008	0.007	0.007
342.00	-0.005	0.012	0.006	0.009	0.003	0.003	0.003	0.005	0.004	0.012	0.005	0.010	0.008	0.006	0.006
343.00	-0.005	0.012	0.006	0.009	0.003	0.003	0.003	0.005	0.004	0.012	0.006	0.010	0.007	0.006	0.006
344.00	-0.005	0.012	0.006	0.009	0.003	0.003	0.003	0.005	0.004	0.013	0.006	0.010	0.007	0.006	0.006
345.00	-0.005	0.012	0.006	0.009	0.002	0.003	0.003	0.004	0.003	0.012	0.005	0.009	0.007	0.005	0.006
346.00	-0.005	0.012	0.006	0.009	0.003	0.003	0.003	0.004	0.004	0.012	0.005	0.009	0.007	0.006	0.006
347.00	-0.005	0.012	0.005	0.009	0.002	0.003	0.003	0.004	0.004	0.012	0.005	0.009	0.007	0.006	0.006
348.00	-0.005	0.012	0.005	0.008	0.002	0.003	0.003	0.004	0.003	0.012	0.005	0.009	0.006	0.005	0.005
349.00	-0.005	0.012	0.005	0.008	0.002	0.003	0.003	0.004	0.003	0.012	0.005	0.009	0.007	0.006	0.006
350.00	-0.005	0.012	0.005	0.008	0.002	0.003	0.003	0.004	0.003	0.011	0.005	0.009	0.007	0.005	0.005
351.00	-0.005	0.012	0.005	0.008	0.002	0.003	0.003	0.004	0.003	0.011	0.005	0.009	0.006	0.005	0.005
352.00	-0.005	0.011	0.005	0.008	0.002	0.003	0.002	0.004	0.003	0.011	0.005	0.008	0.006	0.005	0.005
353.00	-0.005	0.011	0.005	0.008	0.002	0.003	0.003	0.004	0.003	0.011	0.004	0.008	0.006	0.005	0.005
354.00	-0.005	0.011	0.005	0.008	0.002	0.003	0.002	0.003	0.003	0.011	0.004	0.008	0.006	0.005	0.005
355.00	-0.005	0.011	0.005	0.008	0.002	0.003	0.002	0.004	0.003	0.011	0.005	0.008	0.006	0.005	0.005
356.00	-0.005	0.011	0.005	0.008	0.002	0.003	0.002	0.004	0.003	0.011	0.004	0.008	0.006	0.005	0.005
357.00	-0.005	0.011	0.004	0.008	0.002	0.002	0.002	0.003	0.003	0.011	0.004	0.008	0.005	0.005	0.005
358.00	-0.004	0.011	0.004	0.008	0.002	0.002	0.002	0.003	0.003	0.011	0.004	0.008	0.006	0.005	0.005
359.00	-0.004	0.011	0.005	0.008	0.002	0.002	0.002	0.003	0.003	0.011	0.004	0.008	0.006	0.005	0.005
360.00	-0.004	0.011	0.005	0.007	0.002	0.002	0.002	0.003	0.003	0.010	0.004	0.008	0.005	0.004	0.005
361.00	-0.004	0.011	0.004	0.007	0.002	0.002	0.002	0.003	0.003	0.010	0.004	0.007	0.005	0.004	0.005
362.00	-0.004	0.011	0.004	0.008	0.002	0.002	0.002	0.003	0.003	0.011	0.004	0.008	0.006	0.005	0.005
363.00	-0.004	0.011	0.004	0.008	0.002	0.002	0.002	0.003	0.003	0.010	0.004	0.007	0.005	0.004	0.005
364.00	-0.004	0.010	0.004	0.007	0.002	0.002	0.002	0.003	0.002	0.010	0.004	0.007	0.005	0.004	0.005
365.00	-0.004	0.011	0.004	0.007	0.002	0.002	0.002	0.003	0.002	0.010	0.004	0.007	0.005	0.004	0.004
366.00	-0.004	0.011	0.004	0.007	0.002	0.002	0.002	0.003	0.003	0.010	0.004	0.007	0.005	0.004	0.004
367.00	-0.004	0.010	0.004	0.007	0.001	0.002	0.002	0.003	0.002	0.010	0.004	0.007	0.005	0.004	0.004
368.00	-0.004	0.010	0.004	0.007	0.001	0.002	0.002	0.003	0.002	0.010	0.003	0.007	0.005	0.004	0.004
369.00	-0.004	0.010	0.004	0.007	0.001	0.002	0.002	0.003	0.002	0.010	0.003	0.007	0.005	0.004	0.004
370.00	-0.004	0.010	0.004	0.007	0.001	0.002	0.002	0.002	0.002	0.009	0.003	0.007	0.005	0.004	0.004
371.00	-0.004	0.010	0.004	0.007	0.001	0.002	0.002	0.003	0.002	0.009	0.003	0.007	0.005	0.004	0.004
372.00	-0.004	0.010	0.004	0.007	0.001	0.002	0.002	0.003	0.002	0.009	0.003	0.007	0.004	0.004	0.004
373.00	-0.004	0.010	0.004	0.007	0.001	0.002	0.002	0.003	0.002	0.009	0.003	0.007	0.005	0.004	0.004
374.00	-0.003	0.010	0.003	0.006	0.001	0.002	0.001	0.002	0.002	0.009	0.003	0.006	0.004	0.003	0.003
375.00	-0.004	0.010	0.003	0.006	0.001	0.001	0.001	0.002	0.002	0.009	0.003	0.006	0.004	0.003	0.003
376.00	-0.003	0.010	0.004	0.006	0.001	0.002	0.002	0.002	0.002	0.009	0.003	0.006	0.004	0.004	0.004
377.00	-0.004	0.010	0.003	0.006	0.001	0.002	0.002	0.002	0.002	0.009	0.003	0.006	0.004	0.003	0.003
378.00	-0.004	0.010	0.003	0.006	0.001	0.002	0.002	0.002	0.002	0.009	0.003	0.006	0.004	0.003	0.003
379.00	-0.004	0.009	0.003	0.006	0.001	0.001	0.001	0.002	0.002	0.008	0.003	0.006	0.004	0.003	0.003
380.00	-0.004	0.009	0.003	0.006	0.001	0.001	0.001	0.002	0.002	0.008	0.003	0.006	0.004	0.003	0.003
381.00	-0.003	0.009	0.003	0.006	0.001	0.001	0.001	0.002	0.002	0.008	0.003	0.006	0.003	0.003	0.003
382.00	-0.003	0.009	0.003	0.006	0.001	0.001	0.001	0.002	0.002	0.008	0.003	0.006	0.003	0.003	0.003
383.00	-0.003	0.009	0.003	0.006	0.001	0.001	0.001	0.002	0.002	0.008	0.003	0.006	0.003	0.003	0.003
384.00	-0.003	0.009	0.003	0.006	0.001	0.001	0.001	0.002	0.002	0.008	0.002	0.005	0.003	0.003	0.003
385.00	-0.003	0.009	0.003	0.006	0.001	0.001	0.001	0.002	0.002	0.008	0.002	0.005	0.003	0.003	0.003
386.00	-0.003	0.009	0.003	0.006	0.001	0.001	0.001	0.002	0.002	0.008	0.003	0.005	0.003	0.003	0.003
387.00	-0.003	0.009	0.003	0.006	0.001	0.001	0.001	0.002	0.002	0.008	0.002	0.005	0.003	0.003	0.003
388.00	-0.003	0.009	0.003	0.006	0.001	0.001	0.001	0.002	0.002	0.008	0.003	0.005	0.003	0.003	0.003
389.00	-0.003	0.009	0.003	0.006	0.001	0.001	0.001	0.002	0.002	0.008	0.003	0.005	0.003	0.003	0.003
390.00	-0.003	0.009	0.003	0.006	0.001	0.001	0.001	0.002	0.001	0.008	0.002	0.005	0.003	0.003	0.003
391.00	-0.003	0.009	0.003	0.006	0.001	0.001	0.001	0.002	0.002	0.008	0.002	0.005	0.003	0.003	0.003
392.00	-0.003	0.009	0.003	0.005	0.001	0.001	0.001	0.002	0.001	0.008	0.002	0.005	0.003	0.003	0.003
393.00	-0.003	0.009	0.003	0.005	0.001	0.001	0.001	0.002	0.001	0.007	0.002	0.005	0.003	0.003	0.003
394.00	-0.003	0.009	0.003	0.005	0.001	0.001	0.001	0.002	0.001	0.008	0.002	0.005	0.003	0.003	0.003
395.00	-0.003	0.009	0.003	0.005	0.001	0.001	0.001	0.002	0.001	0.007	0.002	0.005	0.003	0.003	0.003
396.00	-0.003	0.009	0.003	0.005	0.000	0.001	0.001	0.002	0.001	0.007	0.002	0.005	0.003	0.003	0.003
397.00	-0.003	0.008	0.003	0.005	0.000	0.001	0.001	0.001	0.001	0.007	0.002	0.005	0.003	0.002	0.002
398.00	-0.003	0.008	0.002	0.005	0.000	0.001	0.001	0.001	0.001	0.007	0.002	0.005	0.003	0.002	0.002
399.00	-0.003	0.008	0.003	0.005	0.000	0.001	0.001	0.002	0.001	0.007	0.002	0.005	0.003	0.002	0.002
400.00	-0.002	0.008	0.003	0.005	0.000	0.001	0.001	0.002	0.001	0.007	0.002	0.005	0.003	0.003	0.003
401.00	-0.003	0.008	0.003	0.005	0.000	0.001	0.001	0.001	0.001	0.007	0.002	0.004	0.003	0.002	0.002
